course_id,course_title,course_title_english,course_description,subdomain_id,course_url
CAA0054,PEMINDAHAN TEKNOLOGI PEMPROSESAN PRODUK PERIKANAN (SURIMI) UPSKILLING-GS),Fisheries Product Processing Technology (Surimi) Upskilling-GS),"This course offers a deep dive into Fisheries Product, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fisheries practices.",170,
CAA0063,PEMINDAHAN TEKNOLOGI TERNAKAN MAKANAN HIDUP AIR TAWAR HIGENIK UNTUK INDUSTRI HATCERI DAN AKUARIUM 2024 (UPSKILLING-GS),Transfer of Higenik Freshwater Food Livestock Technology for HatCeri and Aquarium 2024 (Upskilling-GS) industry,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0064,PEMINDAHAN TEKNOLOGI PEMBIAKAN IKAN KELAH (UPSKILLING-GS),Transfer of Kelah Fish Breeding Technology (Upskilling-GS),"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAB0001,PENGAWETAN IKAN LUTSINAR (UPSKILLING-PP),Transparent fish preservation (upskilling-pp),"This course offers a deep dive into Transparent fish, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transparent practices.",155,
CCA0003,PEMANTAPAN PEMERIKSAAN TAPAK MYGAP DAN MYGAP A.M,MYGAP and MYGAP A.M site inspection,"This course offers a deep dive into MYGAP and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",93,
CCA0004,MANDATORI AOD PENGURUSAN TANAH SIRI 2,Mandatory AOD Land Management Series 2,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",90,
CCA0005,PENGURUSAN DAN PENYIMPANAN REKOD PERNIAGAAN,PENGURUSAN DAN PENYIMPANAN REKOD PERNIAGAAN,"This course offers a deep dive into PENGURUSAN DAN, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of PENGURUSAN practices.",42,
CCA0006,"PROGRAM PENINGKATAN KEMAHIRAN BIMBINGAN PERKHIDMATAN AWAM (AKRAB) PRA AKRAB TAHAP 2, JABATAN PERTANIAN","Pre -Akrab Public Service Guidance (AKRAB) Program Level 2, Department of Agriculture","This course offers a deep dive into Pre -Akrab, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pre practices.",35,
CCA0007,PENGURUSAN EMOSI DAN STRESS CREATIVE PROBLEM SOLVING,Emotional Management and Stress Creative Problem Solving,"This course offers a deep dive into Emotional Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Emotional practices.",81,
CCA0008,"PENGUKUHAN GOVERNANS, INTEGRITI DAN ANTIRASUAH","Reinforcement of government, integrity and anti -corrosion","This course offers a deep dive into Reinforcement of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Reinforcement practices.",81,
CCA0009,SISTEM TENAGA SOLAR,A solar energy system,"This course offers a deep dive into A solar, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of A practices.",94,
CCA0010,PEGAWAI PEMBIMBING MYGAP PESTICIDE FREE,MyGap Pesticide Free Officer FREE,"This course offers a deep dive into MyGap Pesticide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
CCA0011,MANDATORI AOD INTEGRATED PEST MANAGEMENT (IPM) SIRI 1,Mandatory AOD Integrated Pest Management (IPM) Series 1,"This course offers a deep dive into Mandatory AOD, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandatory practices.",95,
CCA0012,PENGURUSAN TANAMAN MAKANAN TERNAKAN (NAPIER & JAGUNG BIJIAN),Management of Livestock Food (Napier & Corn),"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",92,
CCA0013,PEGAWAI AUDIT MYGAP PESTICIDE FREE,MyGap Pesticide FREE Audit Officer,"This course offers a deep dive into MyGap Pesticide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",90,
CCA0014,PENGGUNAAN APLIKASI MUDAH ALIH GOOGLE EARTH DAN AVENZA DALAM PROJEK PERTANIAN,The use of Google Earth and Avenza mobile apps in agricultural projects,"This course offers a deep dive into The use, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",94,
CCA0015,PENGENALAN TEKNOLOGI DRON UNTUK APLIKASI PENGAMBILAN DATA DAN PEMETAAN PERTANIAN,Introduction of drone technology for agricultural data intake and mapping application,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",94,
CCA0016,PENGENALAN KEPADA BIOSEKURITI TUMBUHAN SIRI 1,Introduction to Biosecurity of Plant Series 1,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",95,
CCA0017,DIAGNOSTIK DAN KAWALAN PENYAKIT SERTA PEROSAK TANAMAN PADI,Diagnostics and control of disease as well as pests of rice crop,"This course offers a deep dive into Diagnostics and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostics practices.",90,
CCA0020,MICROSOFT POWERPOINT (ADVANCE),Microsoft PowerPoint (Advance),"This course offers a deep dive into Microsoft PowerPoint, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",99,
CCA0021,TEKNOLOGI TANAMAN KUBIS TANAH RENDAH,Low land cabbage crop technology,"This course offers a deep dive into Low land, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Low practices.",94,
CCA0022,"PENGURUSAN FAIL, SURAT DAN REKOD RASMI KERAJAAN","File Management, Letter and Government Official Record","This course offers a deep dive into File Management,, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of File practices.",59,
CCA0023,MICROSOFT EXCEL (ADVANCE),Microsoft Excel (Advance),"This course offers a deep dive into Microsoft Excel, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",72,
CCA0024,RAKAMAN DAN SUNTINGAN VIDEO,Video recording and editing,"This course offers a deep dive into Video recording, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Video practices.",143,
CCA0025,PENYIASATAN PENGELUARAN PADI,The investigation of rice production,"This course offers a deep dive into The investigation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",92,
CCA0026,PENGENALAN TEKNOLOGI DRON UNTUK APLIKASI PENGAMBILAN DATA DAN PEMETAAN PERTANIAN,Introduction of drone technology for agricultural data intake and mapping application,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",109,
CCA0027,PEMANTAPAN PEMERIKSAAN TAPAK MYGAP TBM DAN PESTICIDE FREE,TBM and Pesticide Free Site Inspection,"This course offers a deep dive into TBM and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TBM practices.",90,
CCA0028,PENGURUSAN ASET ALIH KERAJAAN MELALUI SISTEM MYSPA,Government Asset Management through the MySPA system,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",105,
CCA0029,DIAGNOSTIK PEROSAK & PENYAKIT TANAMAN SAYUR-SAYURAN,Pest diagnostics & vegetable diseases,"This course offers a deep dive into Pest diagnostics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Pest practices.",90,
CCA0030,REKABENTUK PENGAIRAN & PENYALIRAN LADANG,Design of Irrigation & Flowing,"This course offers a deep dive into Design of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",92,
CCA0031,TATACARA PENGURUSAN ASET TAK ALIH (TPATA),Non -Asset Management Procedure (TPATA),"This course offers a deep dive into Non -Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Non practices.",103,
CCA0032,TEKNOLOGI TANAMAN PADI,Rice crop technology,"This course offers a deep dive into Rice crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Rice practices.",90,
CCA0033,PEMANTAPAN INFOGRAFIK,Infographic enhancement,"Explore the nuances of Infographic enhancement with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",2,
CCA0034,PENYEDIAAN SPESIFIKASI SEBUTHARGA/TENDER DAN PENYEDIAAN SURAT SETUJU TERIMA DAN DOKUMEN KONTRAK,Preparation of Quotation/Tender Specifications and Preparation of Letter of Acceptance and Contract Document,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",105,
