course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
KCA0105,Security management and cyber incidents,,,,"This course offers a deep dive into Security management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Security practices.",7,
KCA0126,Train of Trainer Information Security Monitoring,,,,"This course offers a deep dive into Train of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Train practices.",7,
KCA0006,Internet of Things (IoT) with Data Science,,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCA0026,Cisco Certified Network Associate (CCNA) Introduction to Networks,,,,"This course offers a deep dive into Cisco Certified, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cisco practices.",8,
KCA0023,Cisco Networking Academy (Cisco Netacad) IT Essentials (PC Hardware and Software),,,,"This course offers a deep dive into Cisco Networking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cisco practices.",8,
KCB0006,"Cisco Certified Network Associate (CCNA) Routing, Switching and Wireless Essentials",,,,"This course offers a deep dive into Cisco Certified, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cisco practices.",8,
KCA0048,Network Forensic with Wireshark,,,,"This course offers a deep dive into Network Forensic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Network practices.",8,
KCA0050,Internet Protocol Version 6 (IPV6),,,,"This course offers a deep dive into Internet Protocol, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCB0014,Internet of Things (IoT) Using Raspberry Pi,,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCB0015,Internet of Things (IoT) Using Arduino,,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCA0092,Microsoft Azure IoT Technical,,,,"This course offers a deep dive into Microsoft Azure, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",8,
KCA0096,Internet of Things (Basic Level),,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCA0097,Train of Trainer Internet of Things (Basic Level),,,,"This course offers a deep dive into Train of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Train practices.",8,
KCA0095,IPv4 Evolution Computer Network Basics to IPv6,,,,"This course offers a deep dive into IPv4 Evolution, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IPv4 practices.",8,
KCB0027,IoT Mid -Level Certification - Certified Microsoft Azure Fundamentals,,,,"This course offers a deep dive into IoT Mid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of IoT practices.",8,
KCA0124,Internet of Things (middle level),,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",8,
KCA0129,Training of Trainers IoT (Intermediate),,,,"This course offers a deep dive into Training of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Training practices.",8,
WZA0034,Mastering Innovation Thinking Design Thinking,,,,"This course offers a deep dive into Mastering Innovation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mastering practices.",13,
WZA0008,"Public sector conducive ecosystem principles, procedures and practices",,,,"This course offers a deep dive into Public sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",13,
WZA0010,Innovation do you want to be creative?,,,,"This course offers a deep dive into Innovation do, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Innovation practices.",13,
WZA0027,Think outside the box,,,,"This course offers a deep dive into Think outside, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Think practices.",13,
SZA0034,Public sector conducive ecosystem (EKSA),,,,"This course offers a deep dive into Public sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",13,
